SEQN,Gender,Age,Ethnicity,US born,Education,Marital Status,HouseholdSize,AgeUnder6,Age6to18,AgeOver60,HouseholdIncome,IncomePovertyRatio
94140,Male,17,Mexican-American,1,4.0,,3,0,1,0,20.0,0.72
94167,Male,17,Others,1,5.0,,5,0,2,2,86.0,3.04
94220,Female,17,Black,1,4.0,,6,1,3,0,35.0,1.04
94263,Male,17,White,1,,,3,0,2,0,45.0,1.96
94282,Female,17,Black,1,5.0,,4,0,3,0,20.0,0.6
94349,Male,17,Mexican-American,1,,,6,0,2,1,45.0,1.04
94544,Female,17,White,1,4.0,,3,0,1,0,63.0,
94550,Female,17,Others,1,5.0,,5,0,3,0,55.0,1.65
94674,Male,17,White,1,4.0,,2,0,1,0,65.0,3.34
94702,Female,17,Black,1,3.0,,4,0,3,0,35.0,1.14
94727,Female,17,Black,1,,,7,0,3,0,25.0,0.54
94772,Male,17,Others,1,1.0,,4,0,1,0,55.0,2.45
94774,Female,17,White,1,3.0,,7,1,1,1,55.0,1.19
94799,Female,17,Mexican-American,1,,,5,0,3,0,65.0,1.91
94876,Female,17,Asian,1,4.0,,5,0,2,0,304.0,5.0
94914,Female,17,Others,1,3.0,,6,0,1,1,55.0,1.54
94944,Female,17,Mexican-American,1,,,5,0,2,0,75.0,2.43
95100,Female,17,Asian,2,4.0,,3,0,1,0,407.0,5.0
95106,Male,17,Asian,2,3.0,,4,0,1,0,10.0,0.2
95162,Male,17,Others,1,,,6,0,3,0,92.0,2.82
95185,Male,17,Black,1,4.0,,3,0,2,0,55.0,3.08
95201,Female,17,White,1,4.0,,7,1,3,0,104.0,3.23
95286,Female,17,White,1,,,4,0,1,0,82.0,3.25
95305,Female,17,Mexican-American,1,,,4,0,2,0,75.0,1.91
95328,Female,17,White,1,4.0,,5,0,2,0,35.0,1.27
95345,Female,17,Black,1,3.0,,4,0,2,2,25.0,0.81
95381,Female,17,Others,2,4.0,,2,0,1,0,200.0,5.0
95388,Male,17,Black,1,2.0,,2,0,1,0,25.0,1.29
95487,Male,17,Black,1,,,5,0,3,0,5.0,0.05
95616,Female,17,Mexican-American,1,5.0,,4,0,1,0,94.0,3.25
95834,Female,17,Mexican-American,1,,,6,1,3,0,80.0,2.67
95889,Female,17,Mexican-American,1,3.0,,6,1,2,0,65.0,1.63
95892,Male,17,Other Hispanic,2,1.0,,4,0,1,0,35.0,1.02
95956,Male,17,Mexican-American,1,,,5,0,1,0,230.0,5.0
95959,Male,17,Others,1,3.0,,4,0,1,0,84.0,3.05
96068,Female,17,Mexican-American,1,4.0,,7,0,3,2,88.0,1.78
96083,Female,17,Black,1,2.0,,6,0,1,2,182.0,3.79
96104,Male,17,Asian,1,,,4,0,1,1,,
96127,Male,17,Mexican-American,1,2.0,,5,0,2,0,464.0,5.0
96213,Female,17,Mexican-American,2,,,6,0,1,0,45.0,1.11
96235,Male,17,Mexican-American,2,4.0,,7,1,3,0,28.0,
96289,Male,17,Others,1,,,5,1,1,1,35.0,1.22
96298,Male,17,White,1,5.0,,7,3,3,0,95.0,1.81
96361,Female,17,Asian,1,,,5,0,2,1,870.0,5.0
96383,Female,17,Black,1,,,3,0,1,0,579.0,5.0
96542,Female,17,White,1,4.0,,3,0,1,0,15.0,0.58
96545,Female,17,Other Hispanic,2,,,5,1,2,0,98.0,
96637,Male,17,White,1,,,4,1,1,1,55.0,2.06
96685,Female,17,Black,1,,,3,0,1,1,35.0,1.22
96746,Male,17,Black,1,,,5,0,3,0,55.0,1.7
96778,Female,17,Black,1,,,5,0,3,2,45.0,1.43
96850,Male,17,White,1,4.0,,4,0,2,0,35.0,1.04
96859,Male,17,White,1,5.0,,3,0,2,0,20.0,0.91
97028,Male,17,White,1,4.0,,7,1,3,0,65.0,1.55
97043,Female,17,Others,1,,,4,0,2,0,328.0,4.07
97114,Female,17,Asian,2,2.0,,3,0,1,2,65.0,2.94
97240,Female,17,Black,1,,,4,0,1,2,55.0,2.03
97279,Female,17,White,1,4.0,,3,0,1,0,25.0,0.96
97287,Female,17,Others,1,,,3,0,1,1,45.0,1.68
97329,Female,17,White,1,2.0,,4,0,2,0,933.0,5.0
97359,Female,17,White,1,3.0,,4,0,2,0,329.0,5.0
97372,Female,17,Mexican-American,1,1.0,,4,0,1,0,,
97490,Male,17,White,1,,,4,0,1,1,98.0,4.21
97652,Male,17,White,1,3.0,,4,0,1,0,35.0,1.14
97798,Male,17,Asian,1,3.0,,3,0,1,0,63.0,
97800,Male,17,Asian,1,1.0,,4,0,2,0,78.0,3.59
98004,Female,17,Black,1,2.0,,4,0,3,0,35.0,1.26
98163,Female,17,Others,1,1.0,,6,1,3,0,710.0,4.85
98210,Male,17,Black,1,3.0,,6,0,3,0,45.0,1.14
98221,Male,17,Asian,1,5.0,,5,0,1,0,65.0,1.94
98252,Male,17,Asian,1,,,4,0,2,0,25.0,0.89
98325,Male,17,Mexican-American,1,5.0,,7,1,3,0,35.0,0.55
98378,Female,17,Mexican-American,1,5.0,,5,0,3,0,45.0,1.36
98522,Male,17,Black,1,2.0,,5,0,3,0,83.0,3.3
98563,Female,17,Black,1,3.0,,5,0,3,0,55.0,1.65
98583,Male,17,Asian,1,,,4,0,1,0,65.0,2.44
98654,Male,17,Mexican-American,1,4.0,,2,0,1,0,45.0,2.27
98688,Female,17,Black,1,4.0,,6,0,3,0,45.0,1.24
98702,Female,17,Asian,1,5.0,,4,0,1,0,87.0,3.19
98786,Male,17,White,1,5.0,,4,1,1,0,258.0,3.98
98913,Female,17,White,1,3.0,,4,0,2,0,80.0,3.25
98962,Female,17,Mexican-American,2,4.0,,5,1,3,0,25.0,0.73
99003,Female,17,White,1,3.0,,2,0,1,0,87.0,4.86
99039,Female,17,White,1,4.0,,4,0,1,0,159.0,4.88
99051,Female,17,White,1,5.0,,5,1,2,0,35.0,0.88
99120,Male,17,White,1,,,7,0,3,0,63.0,
99184,Male,17,Asian,1,5.0,,4,0,1,0,383.0,5.0
99211,Male,17,Black,1,,,3,0,1,0,247.0,5.0
99217,Male,17,Other Hispanic,1,4.0,,5,0,3,0,10.0,0.32
99306,Male,17,Asian,1,,,6,1,3,0,610.0,3.67
99450,Male,17,Others,1,4.0,,6,0,2,0,657.0,5.0
99451,Female,17,Black,1,5.0,,5,1,2,0,35.0,1.04
99579,Male,17,White,1,,,5,0,3,0,637.0,4.86
99587,Male,17,Mexican-American,1,1.0,,2,0,1,0,45.0,2.59
99614,Male,17,Asian,2,,,5,0,2,1,86.0,3.13
99739,Male,17,Black,1,,,6,0,3,0,45.0,1.33
99788,Male,17,White,1,2.0,,4,0,3,0,82.0,3.46
99933,Male,17,Black,1,4.0,,5,0,3,1,599.0,4.17
99971,Male,17,White,1,5.0,,4,0,2,0,98.0,3.19
99982,Male,17,White,1,5.0,,5,0,1,0,35.0,1.15
100132,Female,17,Black,1,5.0,,4,0,2,0,25.0,0.81
100141,Male,17,White,1,4.0,,4,0,1,0,98.0,3.59
100153,Male,17,Black,1,4.0,,4,0,2,0,19.0,
100174,Female,17,Mexican-American,1,,,3,0,2,0,9.0,
100208,Male,17,Black,1,,,4,0,2,1,45.0,1.69
100342,Male,17,Black,1,3.0,,4,0,3,0,5.0,0.1
100405,Male,17,White,1,5.0,,6,0,3,0,96.0,2.28
100409,Female,17,Others,1,3.0,,3,0,1,0,75.0,3.43
100470,Male,17,Black,1,,,4,0,2,0,55.0,2.07
100473,Male,17,Black,1,5.0,,3,0,1,0,55.0,2.45
100566,Male,17,Mexican-American,1,,,4,1,1,0,55.0,1.99
100658,Male,17,White,1,,,5,0,3,0,924.0,4.52
100794,Male,17,Black,1,,,6,1,3,0,63.0,
100859,Female,17,Mexican-American,2,4.0,,4,0,2,0,82.0,
100894,Female,17,Asian,1,,,4,0,2,0,396.0,5.0
100904,Female,17,Mexican-American,2,3.0,,4,0,3,0,65.0,2.31
101045,Female,17,Others,1,,,5,0,2,0,981.0,5.0
101054,Female,17,Other Hispanic,2,,,7,2,1,1,12.0,0.52
101083,Male,17,Asian,1,,,5,0,3,0,352.0,5.0
101090,Female,17,Mexican-American,1,4.0,,7,2,3,0,996.0,5.0
101159,Female,17,Others,1,4.0,,3,0,1,0,885.0,4.81
101233,Male,17,Mexican-American,1,,,7,1,3,0,55.0,1.31
101302,Male,17,Others,1,4.0,,3,0,2,0,35.0,1.47
101310,Male,17,White,1,4.0,,5,0,2,0,772.0,3.56
101429,Female,17,Others,1,,,5,0,3,0,337.0,4.52
101555,Male,17,Others,1,,,4,0,1,0,35.0,1.04
101628,Female,17,Black,1,,,7,0,3,0,25.0,0.54
101942,Female,17,Black,1,,,3,0,1,0,35.0,1.44
102071,Male,17,Others,1,,,4,0,2,0,65.0,2.39
102077,Male,17,Black,1,,,5,0,2,0,10.0,0.33
102098,Male,17,Asian,2,4.0,,5,0,3,0,65.0,1.87
102102,Female,17,White,1,1.0,,5,0,1,0,550.0,4.86
102122,Female,17,Asian,1,,,4,0,1,0,,
102287,Male,17,Black,1,,,3,0,1,2,59.0,
102294,Female,17,White,1,4.0,,3,0,1,0,765.0,5.0
102607,Female,17,White,1,4.0,,4,0,1,0,295.0,5.0
102613,Male,17,Black,1,4.0,,5,0,2,0,830.0,3.4
102632,Male,17,Black,1,4.0,,5,0,3,0,699.0,4.32
102705,Female,17,White,1,4.0,,5,0,3,2,45.0,1.19
102709,Male,17,Other Hispanic,2,1.0,,3,0,1,1,15.0,0.48
102735,Female,17,Black,1,,,6,2,1,0,35.0,0.74
102867,Male,17,Asian,1,5.0,,4,0,2,0,630.0,5.0
102877,Female,17,Mexican-American,1,4.0,,4,0,1,0,384.0,5.0
96388,Male,18,Other Hispanic,1,,,5,0,2,1,35.0,1.1
97873,Male,18,White,1,3.0,,5,0,2,0,419.0,5.0
99082,Female,18,White,1,5.0,,7,1,2,0,63.0,
99192,Female,18,White,1,4.0,,1,0,0,0,25.0,1.66
99847,Female,18,Asian,1,5.0,,5,0,0,0,,
100176,Male,18,Asian,2,4.0,,2,0,0,0,25.0,1.37
100285,Female,18,Other Hispanic,1,4.0,,4,0,1,0,45.0,1.42
101161,Male,18,Black,2,5.0,,7,0,3,1,,
101585,Female,18,Others,1,4.0,,2,0,0,0,35.0,0.83
93706,Male,18,Asian,1,,,5,0,0,1,,
93712,Male,18,Mexican-American,2,5.0,,4,0,2,0,20.0,0.76
93938,Female,18,Others,1,,,3,0,0,0,75.0,3.37
94001,Female,18,Mexican-American,1,,,4,1,0,1,,
94144,Male,18,Others,1,,,3,0,0,0,35.0,1.64
94148,Female,18,Mexican-American,2,3.0,,4,0,1,0,45.0,1.73
94164,Female,18,Asian,1,4.0,,3,0,0,0,35.0,1.47
94217,Male,18,Asian,1,4.0,,4,0,1,0,991.0,5.0
94235,Female,18,White,1,2.0,,1,0,0,0,5.0,0.17
94271,Male,18,White,1,,,2,0,0,0,15.0,0.86
94305,Female,18,White,1,1.0,,3,0,0,0,80.0,3.71
94394,Female,18,Others,1,4.0,,4,0,2,0,25.0,0.87
94423,Male,18,Asian,2,4.0,,6,0,1,1,15.0,0.41
94467,Female,18,Asian,2,2.0,,3,0,0,0,20.0,0.93
94545,Male,18,Asian,1,3.0,,3,0,0,0,,
94574,Male,18,Black,1,3.0,,7,0,3,0,91.0,2.02
94659,Male,18,Asian,1,,,3,0,0,0,63.0,
94723,Female,18,White,1,,,5,0,1,0,35.0,1.15
94816,Female,18,White,1,3.0,,1,0,0,0,5.0,0.12
94874,Male,18,White,1,5.0,,2,0,0,0,97.0,5.0
94910,Male,18,White,1,,,3,0,0,0,322.0,4.81
94983,Female,18,Asian,1,5.0,,7,2,2,1,45.0,0.79
94994,Female,18,Other Hispanic,1,,,4,0,1,0,78.0,
95090,Male,18,Asian,2,3.0,,4,0,0,0,10.0,0.32
95204,Female,18,Asian,2,,,5,0,2,0,609.0,3.4
95264,Female,18,Asian,2,,,3,0,0,0,65.0,2.89
95269,Male,18,Black,2,,,4,0,1,0,,
95283,Male,18,Mexican-American,1,2.0,,1,0,0,0,10.0,0.41
95420,Female,18,Mexican-American,1,3.0,,6,0,3,0,45.0,1.16
95432,Female,18,White,1,2.0,,6,0,3,0,75.0,1.97
95485,Male,18,White,1,1.0,,5,0,2,0,809.0,4.76
95555,Male,18,Mexican-American,1,,,7,0,2,1,55.0,1.45
95628,Female,18,Others,1,1.0,,4,0,2,0,35.0,1.02
95686,Male,18,White,1,2.0,,4,0,0,1,20.0,0.65
95705,Male,18,White,1,,,3,0,0,2,,
95782,Male,18,White,1,5.0,,7,0,1,1,55.0,1.19
95874,Female,18,Other Hispanic,1,,,4,0,0,0,25.0,0.82
95927,Female,18,Black,1,1.0,,6,1,1,0,5.0,
95948,Female,18,White,1,,,4,0,1,0,75.0,2.64
95953,Female,18,White,1,5.0,,4,0,1,0,55.0,1.79
96233,Male,18,Black,1,3.0,,4,0,0,0,63.0,
96238,Male,18,White,1,,,4,0,1,0,35.0,1.06
96241,Female,18,Asian,1,2.0,,3,0,0,0,649.0,5.0
96402,Male,18,Black,1,4.0,,3,0,1,0,,
96478,Male,18,Asian,2,,,6,0,2,0,25.0,0.64
96516,Female,18,White,1,2.0,,1,0,0,0,5.0,0.08
96565,Female,18,Mexican-American,1,5.0,,6,0,2,0,55.0,1.41
96675,Female,18,White,1,3.0,,4,0,1,0,45.0,1.49
96693,Female,18,Others,1,,,7,0,0,1,750.0,2.76
96696,Male,18,Mexican-American,1,,,3,0,1,0,20.0,0.72
96823,Male,18,White,2,,,5,0,0,0,45.0,1.22
96945,Male,18,White,1,3.0,,4,1,0,0,12.0,
97075,Female,18,Black,1,4.0,,3,0,1,0,45.0,1.71
97144,Male,18,White,1,2.0,,7,3,1,0,75.0,1.5
97173,Female,18,White,1,3.0,,3,0,0,0,88.0,4.6
97313,Female,18,White,1,4.0,,3,0,0,0,889.0,5.0
97345,Male,18,Asian,2,2.0,,2,0,0,0,25.0,1.34
97631,Female,18,Black,1,,,6,0,2,0,848.0,3.03
97799,Male,18,Others,1,2.0,,3,0,0,0,95.0,
97806,Female,18,White,1,5.0,,1,0,0,0,5.0,0.29
97825,Male,18,White,1,,,2,0,0,0,35.0,1.66
97882,Female,18,Mexican-American,1,2.0,,3,0,0,2,346.0,5.0
97918,Female,18,Asian,1,,,4,0,0,0,55.0,2.03
97991,Male,18,Asian,2,,,7,0,0,0,63.0,0.0
98022,Female,18,Black,1,5.0,,4,1,0,0,45.0,1.64
98170,Female,18,Mexican-American,1,,,4,0,1,0,,
98212,Female,18,White,1,3.0,,2,0,0,0,5.0,0.0
98277,Female,18,White,1,3.0,,3,0,0,0,481.0,5.0
98352,Male,18,White,1,3.0,,4,0,1,0,81.0,3.19
98411,Female,18,Others,2,,,3,1,0,0,77.0,4.6
98427,Male,18,Asian,1,3.0,,4,0,0,0,75.0,2.59
98493,Female,18,Mexican-American,1,1.0,,4,0,0,0,25.0,0.8
98504,Male,18,Black,1,,,3,0,0,1,35.0,1.64
98596,Male,18,Asian,1,5.0,,4,0,0,1,206.0,5.0
98618,Male,18,Mexican-American,2,,,4,0,2,0,15.0,0.52
98695,Male,18,Black,1,,,4,0,0,0,63.0,
98697,Male,18,White,1,4.0,,5,0,2,0,678.0,5.0
98829,Male,18,Mexican-American,1,,,6,0,3,0,154.0,3.85
98883,Female,18,Mexican-American,1,2.0,,6,0,0,2,35.0,0.96
98927,Female,18,Black,1,3.0,,4,0,0,3,85.0,3.46
99015,Male,18,Mexican-American,2,,,2,0,0,0,,0.37
99043,Male,18,White,1,1.0,,3,0,0,0,75.0,2.53
99173,Male,18,Mexican-American,1,5.0,,4,0,1,0,63.0,
99201,Female,18,Others,1,4.0,,3,0,0,0,893.0,5.0
99249,Female,18,Asian,2,5.0,,5,1,0,1,55.0,1.56
99275,Female,18,Other Hispanic,2,,,7,1,2,0,,0.87
99417,Male,18,Asian,2,,,3,0,0,0,15.0,0.48
99491,Male,18,Mexican-American,1,3.0,,6,1,1,0,84.0,
99502,Male,18,Mexican-American,1,4.0,,3,1,0,0,20.0,0.91
99552,Female,18,Black,1,,,5,0,2,0,35.0,0.99
99632,Male,18,White,1,4.0,,3,0,0,0,484.0,5.0
99697,Female,18,Mexican-American,1,3.0,,5,0,1,0,45.0,1.22
99757,Female,18,Other Hispanic,2,,,7,1,2,0,,
99800,Male,18,Other Hispanic,2,,,5,0,1,0,99.0,
99830,Male,18,Asian,1,4.0,,5,0,1,1,55.0,1.7
99988,Male,18,White,1,,,4,1,0,0,55.0,1.83
100035,Female,18,Black,1,5.0,,5,1,1,0,35.0,0.92
100073,Male,18,Others,1,,,1,0,0,0,5.0,0.0
100082,Female,18,Others,1,2.0,,4,0,1,0,35.0,1.04
100260,Female,18,White,1,3.0,,5,1,0,0,35.0,0.87
100262,Female,18,Mexican-American,1,1.0,,2,0,0,0,5.0,0.0
100277,Female,18,White,1,2.0,,4,0,1,0,75.0,2.64
100287,Female,18,Mexican-American,1,,,3,0,0,0,587.0,4.93
100336,Male,18,Black,1,,,1,0,0,0,5.0,0.33
100466,Male,18,White,1,,,5,1,0,0,35.0,0.87
100479,Female,18,Black,1,1.0,,5,0,1,0,35.0,1.07
100592,Male,18,Mexican-American,1,1.0,,2,0,0,0,16.0,
100614,Male,18,White,1,2.0,,7,1,3,0,988.0,3.23
100630,Male,18,Others,1,,,3,0,0,0,89.0,4.09
100680,Male,18,Black,1,,,2,0,0,1,25.0,1.4
100778,Female,18,Black,1,,,4,0,0,1,55.0,1.79
100882,Male,18,Mexican-American,1,1.0,,6,0,0,1,989.0,4.31
100884,Male,18,Mexican-American,1,4.0,,4,0,1,0,86.0,2.99
100889,Male,18,White,1,3.0,,4,0,1,0,836.0,4.08
100940,Female,18,White,2,3.0,,5,0,1,0,25.0,0.68
100978,Female,18,Mexican-American,2,3.0,,7,2,2,0,98.0,2.23
101047,Male,18,Mexican-American,1,,,5,0,1,0,45.0,1.5
101168,Female,18,White,1,,,1,0,0,0,5.0,0.06
101251,Female,18,Asian,1,2.0,,5,0,1,0,,
101318,Female,18,White,1,5.0,,4,0,1,0,306.0,5.0
101504,Female,18,Black,1,,,6,0,3,0,45.0,1.33
101745,Male,18,Others,1,4.0,,5,0,1,0,65.0,2.04
102062,Female,18,White,1,,,7,2,0,0,91.0,2.01
102086,Female,18,Black,1,5.0,,4,2,0,0,10.0,0.28
102123,Male,18,Black,1,4.0,,1,0,0,0,5.0,0.01
102189,Male,18,White,1,3.0,,7,2,0,0,80.0,2.01
102264,Female,18,White,1,5.0,,6,0,0,0,75.0,1.93
102284,Male,18,White,1,5.0,,3,0,0,0,35.0,1.85
102289,Female,18,Black,1,,,3,0,0,1,24.0,
102330,Male,18,Mexican-American,1,,,5,0,1,0,45.0,1.5
102335,Male,18,Asian,1,,,4,0,0,0,936.0,4.52
102366,Female,18,Mexican-American,2,,,4,0,1,0,55.0,2.03
102595,Female,18,White,1,3.0,,4,0,1,0,563.0,4.88
102636,Male,18,Asian,2,,,4,0,1,0,10.0,0.2
102741,Female,18,Asian,2,,,3,0,0,0,82.0,3.73
95517,Female,19,Mexican-American,1,3.0,,5,0,1,0,164.0,3.47
96053,Female,19,Asian,2,,,4,0,0,0,35.0,1.3
96710,Female,19,Black,1,3.0,,1,0,0,0,5.0,0.0
97844,Male,19,White,1,1.0,,1,0,0,0,35.0,2.31
99065,Male,19,Mexican-American,1,4.0,,7,1,2,0,11.0,
99595,Male,19,Other Hispanic,1,4.0,,2,0,0,0,5.0,0.0
100387,Female,19,White,1,5.0,,3,0,1,0,,
100687,Female,19,Mexican-American,1,5.0,,5,0,0,0,,
101935,Female,19,Asian,1,2.0,,3,2,0,0,20.0,0.91
102751,Female,19,White,1,,,3,0,0,1,63.0,
93765,Male,19,White,1,4.0,,7,2,0,0,91.0,2.01
93778,Female,19,Black,1,4.0,,3,0,0,1,871.0,5.0
93858,Female,19,Others,1,3.0,,5,0,2,0,10.0,0.33
93884,Male,19,White,1,,,5,0,1,0,81.0,
94078,Female,19,White,1,3.0,,4,0,0,0,,
94087,Male,19,White,1,1.0,,1,0,0,0,10.0,0.62
94106,Male,19,Mexican-American,2,,,3,0,0,0,63.0,
94214,Female,19,White,1,,,3,0,0,0,98.0,4.57
94353,Female,19,White,1,5.0,,5,1,0,1,45.0,1.39
94364,Female,19,White,1,5.0,,3,0,1,0,25.0,0.96
94395,Male,19,White,1,,,3,0,0,0,25.0,1.08
94461,Female,19,Mexican-American,2,4.0,,3,0,0,0,25.0,0.82
94491,Female,19,Black,1,,,5,0,2,0,35.0,0.99
94516,Female,19,Black,1,1.0,,1,0,0,0,5.0,0.17
94517,Male,19,Asian,1,,,3,0,0,0,55.0,2.17
94546,Female,19,Others,1,2.0,,2,0,0,0,75.0,0.37
94555,Male,19,Mexican-American,1,,,6,0,1,0,35.0,0.96
94587,Female,19,White,1,2.0,,7,0,3,0,312.0,3.1
94745,Male,19,White,1,,,3,0,0,0,20.0,0.95
94757,Male,19,Other Hispanic,2,3.0,,1,0,0,0,10.0,0.46
94787,Male,19,Mexican-American,2,3.0,,6,0,0,2,35.0,0.96
94886,Male,19,Mexican-American,1,,,6,1,2,0,15.0,0.33
94905,Female,19,White,1,2.0,,5,0,2,0,127.0,5.0
95024,Male,19,White,1,4.0,,5,0,0,0,573.0,5.0
95194,Male,19,Mexican-American,1,,,4,1,0,1,,
95195,Female,19,Other Hispanic,1,2.0,,2,0,0,0,10.0,0.41
95198,Female,19,Black,1,,,1,0,0,0,5.0,0.04
95307,Male,19,Mexican-American,2,2.0,,1,0,0,0,5.0,0.12
95463,Male,19,Mexican-American,2,5.0,,7,1,3,0,13.0,
95481,Male,19,White,1,4.0,,4,0,0,0,65.0,2.29
95585,Male,19,Mexican-American,1,,,4,0,1,0,77.0,3.88
95640,Male,19,Black,1,,,3,1,0,0,20.0,0.72
95741,Female,19,White,1,,,3,0,0,0,10.0,0.25
95766,Female,19,White,1,,,5,0,2,0,81.0,2.89
95808,Female,19,White,1,4.0,,1,0,0,0,5.0,0.0
95907,Female,19,Others,1,,,4,0,0,0,65.0,2.29
95935,Male,19,White,1,,,3,0,0,2,75.0,3.65
96078,Male,19,Mexican-American,1,,,3,0,0,0,35.0,0.99
96280,Female,19,Mexican-American,1,5.0,,2,0,0,0,35.0,1.88
96288,Male,19,White,1,,,1,0,0,0,5.0,0.33
96311,Female,19,Black,1,,,6,0,3,0,45.0,1.14
96338,Female,19,White,1,,,3,0,0,0,75.0,3.61
96350,Male,19,Mexican-American,2,1.0,,5,0,2,0,16.0,
96487,Male,19,White,1,,,1,0,0,0,10.0,0.5
96734,Female,19,Black,1,5.0,,5,1,0,0,75.0,2.21
96759,Female,19,White,1,,,5,0,2,0,,
96776,Male,19,Other Hispanic,2,5.0,,3,0,0,0,45.0,1.96
96822,Male,19,Mexican-American,1,,,2,0,0,0,35.0,1.24
97076,Male,19,White,1,,,4,0,0,0,65.0,2.47
97098,Male,19,Other Hispanic,2,3.0,,5,0,1,0,90.0,
97127,Male,19,Mexican-American,1,3.0,,5,0,2,0,75.0,2.46
97130,Male,19,Asian,1,3.0,,6,0,1,1,,
97146,Female,19,Others,1,3.0,,4,0,0,2,816.0,5.0
97182,Male,19,Others,1,4.0,,1,0,0,0,15.0,0.83
97184,Female,19,White,1,,,5,0,1,0,45.0,1.72
97261,Male,19,White,1,,,1,0,0,0,5.0,0.08
97285,Male,19,Other Hispanic,2,,,3,0,0,1,44.0,
97324,Female,19,White,1,,,7,0,1,1,55.0,1.19
97378,Female,19,Black,2,,,5,0,1,1,65.0,1.91
97392,Female,19,Black,1,5.0,,3,1,0,0,20.0,0.72
97400,Male,19,White,1,,,3,0,0,0,86.0,3.82
97425,Male,19,White,1,4.0,,2,0,0,0,15.0,0.82
97432,Male,19,Black,1,,,2,0,0,0,92.0,4.8
97483,Male,19,White,1,,,2,0,0,0,25.0,1.35
97544,Male,19,Black,1,3.0,,3,0,1,0,65.0,2.65
97589,Female,19,Other Hispanic,1,4.0,,2,1,0,0,15.0,0.74
97621,Female,19,Black,1,5.0,,6,1,0,1,25.0,0.74
97694,Female,19,White,1,4.0,,7,1,3,0,55.0,0.99
97723,Female,19,Mexican-American,1,5.0,,7,3,2,0,25.0,0.45
97730,Female,19,Other Hispanic,1,,,7,1,1,0,20.0,0.41
97793,Male,19,Asian,1,3.0,,6,0,1,1,470.0,3.04
97862,Male,19,Black,1,4.0,,1,0,0,0,10.0,0.66
97943,Female,19,White,1,5.0,,5,0,0,0,55.0,1.61
98061,Male,19,Black,1,,,5,0,3,0,96.0,3.3
98066,Male,19,Mexican-American,1,,,6,0,3,0,45.0,1.09
98111,Female,19,Others,1,4.0,,4,0,1,0,55.0,2.45
98199,Female,19,Other Hispanic,1,,,4,0,0,0,,
98255,Female,19,Black,1,3.0,,7,2,3,0,,
98375,Male,19,Other Hispanic,2,5.0,,5,0,2,0,5.0,0.05
98408,Female,19,White,1,4.0,,3,0,0,0,45.0,1.71
98440,Female,19,Black,1,,,6,1,0,1,25.0,0.74
98608,Male,19,Asian,1,3.0,,5,0,1,1,576.0,4.08
98866,Male,19,White,1,5.0,,1,0,0,0,5.0,0.37
98938,Female,19,White,1,3.0,,4,1,0,0,16.0,
98953,Female,19,White,1,2.0,,4,0,0,0,722.0,5.0
99013,Female,19,Mexican-American,1,,,4,0,1,1,45.0,1.52
99041,Female,19,White,1,,,4,1,1,0,,
99066,Male,19,Mexican-American,1,4.0,,5,1,1,0,20.0,0.58
99221,Male,19,White,1,3.0,,1,0,0,0,10.0,0.41
99229,Female,19,Black,1,,,6,0,3,0,25.0,0.59
99354,Female,19,White,1,,,3,0,0,0,20.0,0.91
99428,Female,19,Other Hispanic,2,,,5,0,0,1,76.0,3.3
99471,Male,19,Black,1,,,3,0,1,0,35.0,1.22
99547,Male,19,White,1,1.0,,3,0,0,0,75.0,2.53
99771,Female,19,Others,1,5.0,,3,0,0,0,35.0,1.64
99892,Female,19,White,1,,,2,0,0,0,15.0,0.5
99968,Female,19,White,1,,,3,0,0,0,15.0,0.55
100003,Female,19,Other Hispanic,2,3.0,,1,0,0,0,5.0,0.12
100009,Female,19,White,1,5.0,,4,0,1,1,78.0,4.21
100014,Female,19,Asian,1,3.0,,3,0,0,0,65.0,3.08
100439,Male,19,Others,1,,,3,0,1,0,5.0,0.12
100457,Female,19,Other Hispanic,2,3.0,,6,0,1,0,,
100461,Female,19,Others,1,3.0,,1,0,0,0,5.0,0.12
100467,Male,19,Other Hispanic,1,,,2,0,0,0,75.0,3.13
100488,Male,19,Black,1,,,3,0,0,0,45.0,2.02
100607,Male,19,Asian,2,5.0,,1,0,0,0,5.0,0.17
100796,Male,19,Others,1,4.0,,6,0,2,0,413.0,5.0
100814,Female,19,White,1,4.0,,3,1,0,0,15.0,0.49
100917,Male,19,Mexican-American,1,,,6,0,2,1,45.0,1.04
101089,Female,19,Mexican-American,1,2.0,,7,1,2,0,5.0,0.01
101113,Female,19,White,1,3.0,,5,0,1,0,474.0,4.86
101130,Female,19,Other Hispanic,2,,,3,0,0,0,65.0,2.65
101152,Male,19,Mexican-American,1,3.0,,5,1,0,0,76.0,2.72
101437,Female,19,Mexican-American,1,,,4,1,0,0,10.0,0.29
101595,Male,19,Other Hispanic,1,3.0,,4,0,0,0,25.0,0.82
101818,Male,19,White,1,5.0,,6,1,2,0,25.0,0.59
101938,Male,19,Asian,2,5.0,,6,0,2,1,25.0,0.7
101951,Female,19,Black,1,,,5,1,0,0,34.0,
101986,Female,19,White,1,4.0,,2,0,0,0,20.0,0.82
102019,Female,19,White,1,3.0,,5,0,0,0,80.0,0.0
102133,Female,19,White,1,3.0,,2,0,0,0,15.0,0.33
102141,Male,19,Mexican-American,1,3.0,,5,0,0,2,45.0,1.19
102161,Male,19,Black,1,,,1,0,0,0,5.0,0.03
