SEQN,Gender,Age,Ethnicity,US born,Education,Marital Status,HouseholdSize,AgeUnder6,Age6to18,AgeOver60,HouseholdIncome,IncomePovertyRatio
96737,Female,34,Asian,2,4.0,5.0,5,0,0,1,257.0,2.39
96790,Male,34,Mexican-American,1,5.0,5.0,5,0,0,2,45.0,1.19
96833,Female,34,Black,1,3.0,5.0,4,0,2,0,92.0,
96979,Female,34,Other Hispanic,1,,1.0,4,0,2,0,86.0,3.33
97048,Female,34,Black,1,,5.0,2,0,1,0,15.0,0.62
97451,Female,34,Other Hispanic,2,4.0,5.0,7,2,1,1,10.0,
97463,Female,34,Asian,2,4.0,1.0,3,1,0,0,521.0,5.0
97627,Female,34,White,1,5.0,5.0,5,1,2,0,284.0,3.47
97904,Male,34,Black,1,5.0,1.0,1,0,0,0,35.0,2.53
97946,Female,34,White,1,,1.0,4,1,1,0,75.0,2.59
98028,Female,34,White,1,,4.0,3,1,1,0,20.0,0.83
98056,Female,34,White,1,,1.0,6,0,3,0,65.0,1.82
98303,Female,34,Black,1,,6.0,5,1,2,0,10.0,0.2
98332,Female,34,White,1,4.0,3.0,2,0,1,0,10.0,0.52
99182,Female,34,Other Hispanic,2,,1.0,6,0,2,0,62.0,
99279,Female,34,Mexican-American,2,3.0,1.0,5,0,3,0,65.0,1.91
99361,Male,34,White,1,,1.0,4,2,0,0,35.0,1.1
99404,Female,34,Other Hispanic,2,4.0,1.0,6,1,2,0,,
99434,Male,34,Asian,2,4.0,1.0,3,1,0,0,,
99439,Female,34,Others,1,4.0,1.0,3,1,0,0,15.0,0.48
99593,Male,34,Others,1,3.0,1.0,3,1,0,0,880.0,5.0
99855,Male,34,Black,1,5.0,1.0,5,1,2,0,25.0,0.8
100152,Female,34,Black,1,2.0,4.0,5,0,3,0,5.0,0.05
100420,Male,34,Black,1,,6.0,7,1,3,0,65.0,1.72
100500,Female,34,Black,1,,5.0,5,0,3,0,15.0,
100707,Female,34,White,1,4.0,1.0,3,0,1,0,75.0,3.56
100742,Male,34,Black,1,,1.0,3,0,1,0,663.0,5.0
100801,Male,34,White,1,,1.0,4,0,2,0,15.0,0.43
100975,Male,34,Mexican-American,2,4.0,4.0,7,0,3,1,35.0,0.81
101070,Female,34,Mexican-American,1,3.0,1.0,7,1,3,1,893.0,2.63
101206,Male,34,Mexican-American,2,,6.0,4,0,2,0,63.0,
101256,Female,34,Black,1,,5.0,7,3,1,0,75.0,1.18
101281,Female,34,Mexican-American,2,4.0,6.0,5,1,1,0,15.0,0.41
101319,Male,34,Mexican-American,1,,3.0,3,0,0,1,25.0,1.06
101378,Female,34,Asian,2,,1.0,3,0,1,0,838.0,5.0
101493,Female,34,Mexican-American,2,,6.0,7,1,2,0,78.0,
101517,Female,34,Other Hispanic,1,2.0,5.0,2,1,0,0,45.0,2.59
102129,Male,34,Mexican-American,2,1.0,1.0,4,2,0,0,65.0,2.39
102250,Male,34,White,1,,1.0,4,0,2,0,216.0,5.0
102265,Male,34,White,1,2.0,5.0,1,0,0,0,20.0,1.24
102344,Female,34,Asian,1,4.0,6.0,7,0,3,0,88.0,2.15
102454,Female,34,Mexican-American,1,3.0,1.0,6,0,3,0,92.0,2.52
102458,Male,34,Black,1,3.0,5.0,2,0,0,0,20.0,1.11
102466,Male,34,White,1,,1.0,2,0,0,0,378.0,5.0
102532,Female,34,Black,1,4.0,1.0,4,1,0,1,45.0,1.73
102600,Male,34,Asian,1,,1.0,4,2,0,0,557.0,5.0
102641,Male,34,White,1,,1.0,4,0,0,0,25.0,0.96
102684,Male,34,Asian,2,3.0,1.0,2,0,0,0,48.0,
102756,Male,34,White,1,4.0,5.0,2,0,0,0,35.0,1.81
95954,Male,35,Mexican-American,1,,1.0,6,1,3,0,,
96604,Female,35,White,1,,3.0,4,0,3,0,35.0,1.08
96684,Male,35,Asian,2,,1.0,3,1,0,0,,
99384,Male,35,White,1,2.0,6.0,5,1,1,1,75.0,2.21
102085,Female,35,Black,1,1.0,6.0,4,0,1,0,86.0,3.19
93837,Female,35,White,1,,5.0,3,0,2,0,25.0,1.03
93929,Female,35,White,1,,1.0,3,1,0,0,162.0,5.0
93972,Male,35,White,1,2.0,1.0,3,1,0,0,93.0,3.92
93987,Male,35,Mexican-American,2,5.0,1.0,6,0,3,0,45.0,1.16
94128,Male,35,Black,1,4.0,3.0,1,0,0,0,75.0,5.0
94163,Male,35,White,1,,1.0,5,1,2,0,55.0,1.53
94290,Female,35,Asian,2,4.0,3.0,6,1,2,0,943.0,3.03
94557,Female,35,Black,1,3.0,4.0,3,0,1,0,45.0,1.71
94638,Male,35,Black,1,,1.0,3,0,1,0,45.0,2.11
94687,Female,35,Asian,2,,3.0,6,0,3,0,20.0,0.58
94710,Male,35,Black,1,5.0,5.0,3,0,1,1,35.0,1.44
94857,Female,35,Other Hispanic,1,,5.0,1,0,0,0,20.0,1.57
94989,Male,35,Others,1,5.0,5.0,4,0,1,1,45.0,1.68
95014,Male,35,Mexican-American,1,,1.0,2,0,0,0,65.0,3.65
95221,Female,35,Others,1,3.0,4.0,4,0,1,1,45.0,0.82
95514,Male,35,Mexican-American,1,,1.0,6,0,3,0,88.0,2.52
95778,Female,35,Black,2,1.0,1.0,6,1,3,0,25.0,0.65
96123,Female,35,Mexican-American,1,4.0,1.0,4,0,0,0,505.0,4.34
96163,Female,35,Asian,2,4.0,1.0,2,0,0,0,75.0,4.43
96433,Female,35,White,1,1.0,1.0,4,2,0,0,65.0,2.44
96596,Male,35,Mexican-American,2,5.0,6.0,3,1,0,0,55.0,2.31
96641,Male,35,Others,1,3.0,3.0,2,0,0,1,20.0,1.06
96811,Female,35,Black,2,4.0,6.0,7,2,1,1,65.0,1.29
96852,Male,35,Mexican-American,2,,6.0,7,1,2,0,6.0,
96907,Female,35,White,1,4.0,1.0,3,1,0,0,83.0,3.92
97093,Female,35,Black,1,,1.0,6,0,2,0,115.0,3.03
97235,Female,35,White,1,2.0,6.0,2,0,0,0,10.0,0.02
97458,Female,35,White,1,5.0,1.0,4,2,0,0,75.0,2.64
97703,Male,35,Other Hispanic,2,3.0,1.0,6,0,1,0,65.0,1.82
97938,Male,35,Black,1,4.0,5.0,4,0,0,1,65.0,2.49
98035,Female,35,Mexican-American,1,1.0,6.0,4,2,0,0,55.0,1.79
98102,Female,35,Asian,2,4.0,1.0,4,1,1,0,84.0,3.86
98203,Male,35,White,1,,5.0,4,0,0,2,380.0,5.0
98243,Male,35,Asian,1,,5.0,4,0,0,2,75.0,2.79
98308,Male,35,Mexican-American,2,,1.0,4,0,2,0,77.0,3.05
98474,Male,35,Black,1,5.0,5.0,5,0,1,1,75.0,2.43
98689,Male,35,White,1,3.0,3.0,3,1,0,0,25.0,1.1
98718,Female,35,Other Hispanic,2,,4.0,2,0,1,0,35.0,1.82
98821,Female,35,White,2,3.0,1.0,4,2,0,0,658.0,5.0
98894,Male,35,Asian,2,,1.0,7,2,3,2,63.0,
98960,Male,35,White,1,3.0,1.0,5,1,2,0,65.0,2.08
99278,Male,35,Black,1,,1.0,2,0,0,0,291.0,5.0
99322,Female,35,Black,1,1.0,5.0,1,0,0,0,55.0,3.73
99330,Male,35,White,1,,1.0,4,2,0,0,75.0,2.64
99442,Female,35,White,1,4.0,1.0,4,0,1,1,35.0,1.22
99510,Female,35,Asian,2,5.0,1.0,5,0,0,2,45.0,1.39
99585,Male,35,Black,1,,1.0,5,0,3,0,73.0,
99714,Female,35,White,1,1.0,1.0,6,2,2,0,45.0,1.18
99716,Male,35,Mexican-American,2,4.0,1.0,4,0,2,0,65.0,2.19
99783,Male,35,Mexican-American,2,,5.0,4,0,0,1,75.0,2.89
99942,Female,35,Mexican-American,2,4.0,5.0,5,0,2,0,55.0,1.7
100025,Female,35,White,1,3.0,6.0,6,3,1,0,35.0,1.11
100272,Male,35,Asian,2,,1.0,2,0,0,0,55.0,3.14
100313,Female,35,White,1,4.0,5.0,6,1,1,1,45.0,1.21
100325,Female,35,Asian,2,5.0,1.0,5,1,1,1,362.0,4.08
100540,Female,35,Other Hispanic,2,3.0,6.0,5,1,2,0,75.0,
100673,Female,35,Black,1,3.0,1.0,4,0,2,0,65.0,2.31
100684,Female,35,Black,1,,6.0,6,0,3,0,364.0,3.34
100732,Male,35,Asian,1,3.0,1.0,2,0,0,0,75.0,4.43
100759,Male,35,White,1,2.0,5.0,3,0,1,0,25.0,1.06
100788,Male,35,White,1,,1.0,7,2,3,0,65.0,1.58
101174,Male,35,Black,1,3.0,6.0,4,0,0,2,45.0,1.84
101186,Male,35,Other Hispanic,1,4.0,1.0,6,0,3,0,717.0,5.0
101191,Female,35,White,1,5.0,6.0,3,1,0,0,55.0,2.41
101220,Female,35,Asian,2,,1.0,4,2,0,0,,
101300,Female,35,Other Hispanic,2,5.0,1.0,4,1,0,0,91.0,3.66
101324,Male,35,Black,1,4.0,1.0,5,0,3,0,25.0,0.73
101513,Male,35,White,1,,5.0,2,0,0,1,25.0,1.23
101551,Female,35,White,1,,1.0,7,2,3,0,65.0,1.58
101552,Male,35,Black,1,4.0,6.0,6,3,1,0,55.0,1.52
101957,Female,35,Asian,1,4.0,1.0,3,0,0,0,81.0,4.09
101980,Female,35,White,1,3.0,1.0,6,2,2,0,65.0,1.82
102064,Female,35,Mexican-American,1,,6.0,3,1,0,0,35.0,1.44
102074,Female,35,Black,1,,5.0,5,2,2,0,10.0,0.28
102776,Male,35,White,1,,1.0,6,3,1,0,65.0,1.89
102821,Female,35,Black,1,,5.0,3,0,0,1,75.0,2.22
97010,Female,36,Asian,1,,1.0,3,1,0,0,440.0,4.81
98067,Male,36,Asian,2,4.0,1.0,4,1,1,0,,
100441,Male,36,Black,1,4.0,1.0,4,1,1,0,45.0,1.59
100602,Female,36,Other Hispanic,1,1.0,5.0,2,0,1,0,65.0,3.39
93766,Female,36,Other Hispanic,2,5.0,3.0,4,0,2,0,15.0,0.52
93918,Male,36,White,1,0.0,6.0,4,0,2,0,45.0,1.63
94061,Female,36,Mexican-American,2,5.0,1.0,5,1,2,0,35.0,0.87
94093,Male,36,White,2,3.0,1.0,2,0,0,0,181.0,5.0
94181,Female,36,Asian,2,3.0,1.0,7,2,3,2,63.0,
94359,Male,36,Mexican-American,2,4.0,1.0,5,1,2,0,35.0,0.87
94393,Male,36,Other Hispanic,2,2.0,6.0,6,0,3,0,18.0,
94527,Male,36,Mexican-American,2,,1.0,5,2,1,0,65.0,1.95
94532,Female,36,Mexican-American,1,3.0,1.0,6,2,2,0,35.0,0.8
94844,Male,36,White,1,5.0,1.0,4,2,0,0,568.0,5.0
95058,Female,36,White,1,,1.0,3,0,1,1,717.0,4.81
95279,Male,36,Asian,2,,1.0,5,1,2,0,35.0,1.06
95415,Female,36,White,1,3.0,1.0,3,1,0,0,270.0,5.0
95416,Female,36,Asian,1,2.0,1.0,4,0,2,0,993.0,5.0
95473,Male,36,White,1,3.0,6.0,2,0,0,0,45.0,1.76
95486,Female,36,Black,1,,1.0,5,3,0,0,521.0,4.08
95574,Female,36,White,2,2.0,3.0,2,1,0,0,25.0,1.23
95591,Female,36,Asian,2,,1.0,6,1,1,1,434.0,4.62
96014,Female,36,Asian,2,,3.0,3,0,1,1,639.0,5.0
96415,Male,36,Other Hispanic,2,4.0,1.0,4,2,0,0,65.0,2.39
96551,Female,36,Others,1,4.0,1.0,4,0,2,0,45.0,1.42
96609,Female,36,Black,1,,1.0,7,0,3,0,,
96618,Female,36,White,1,,6.0,3,1,0,0,5.0,0.2
96624,Male,36,Asian,2,,1.0,5,1,2,0,45.0,1.36
96711,Female,36,Mexican-American,1,5.0,3.0,4,1,2,0,20.0,0.68
96951,Female,36,White,1,3.0,5.0,2,0,0,0,45.0,1.48
97025,Female,36,Mexican-American,2,5.0,1.0,5,1,1,1,63.0,
97035,Female,36,Black,1,4.0,1.0,5,0,3,0,25.0,0.73
97270,Female,36,Black,1,,6.0,4,2,0,0,10.0,0.28
97382,Male,36,Asian,2,4.0,1.0,5,3,0,0,555.0,5.0
97595,Male,36,Others,1,,6.0,3,0,0,0,406.0,5.0
97739,Female,36,Black,1,,5.0,3,0,1,0,45.0,0.3
97741,Female,36,White,1,5.0,4.0,1,0,0,0,25.0,1.91
98006,Male,36,Black,1,4.0,6.0,2,0,0,0,63.0,
98096,Female,36,Other Hispanic,2,,2.0,7,1,2,0,,
98333,Male,36,Other Hispanic,1,5.0,1.0,5,1,2,0,35.0,1.15
98350,Female,36,Mexican-American,2,,1.0,6,0,1,0,687.0,3.32
98436,Male,36,Black,1,3.0,5.0,2,0,0,1,65.0,3.39
98456,Male,36,Black,2,4.0,1.0,6,1,3,0,25.0,0.65
98545,Female,36,Other Hispanic,2,4.0,1.0,6,1,3,0,76.0,2.67
98579,Female,36,Asian,2,4.0,1.0,4,1,1,0,352.0,5.0
98733,Female,36,White,1,3.0,1.0,5,2,1,0,65.0,2.15
98865,Male,36,White,2,,5.0,3,0,0,0,136.0,5.0
98900,Male,36,White,1,,6.0,2,0,0,0,77.0,4.12
99016,Male,36,Other Hispanic,2,,1.0,6,0,2,0,92.0,
99128,Male,36,Black,2,4.0,1.0,5,1,0,2,,
99378,Female,36,Mexican-American,1,4.0,5.0,1,0,0,0,89.0,5.0
99430,Male,36,Mexican-American,1,4.0,1.0,5,1,2,0,85.0,2.86
99513,Female,36,Asian,2,5.0,1.0,3,1,0,0,51.0,
99536,Female,36,Black,1,,6.0,2,0,0,0,35.0,1.24
99754,Male,36,White,1,5.0,5.0,4,0,1,2,55.0,2.03
99857,Female,36,Mexican-American,2,,5.0,6,0,1,0,314.0,3.32
99864,Female,36,White,1,,1.0,4,1,1,0,45.0,1.51
99891,Female,36,White,1,4.0,1.0,2,0,0,0,355.0,5.0
99901,Female,36,Black,1,4.0,5.0,2,0,1,0,45.0,2.2
99920,Female,36,White,1,,6.0,2,0,0,0,20.0,0.33
100016,Male,36,Asian,2,5.0,1.0,3,1,0,0,75.0,3.46
100204,Female,36,Other Hispanic,2,,1.0,4,0,1,0,35.0,1.02
100241,Female,36,White,1,,1.0,4,2,0,0,815.0,5.0
100270,Male,36,Other Hispanic,1,,5.0,1,0,0,0,55.0,3.71
100271,Female,36,White,1,1.0,4.0,3,0,1,0,886.0,5.0
100295,Male,36,Black,1,5.0,1.0,4,1,1,0,,
100623,Female,36,White,1,,1.0,2,0,0,0,92.0,5.0
100832,Female,36,White,1,1.0,6.0,3,1,0,0,45.0,1.71
100860,Female,36,Black,1,4.0,4.0,5,0,2,0,35.0,0.99
100861,Male,36,White,1,,1.0,2,0,0,0,35.0,1.94
101077,Male,36,White,1,,5.0,3,0,1,0,20.0,0.83
101115,Female,36,Black,2,4.0,4.0,3,2,0,0,15.0,0.49
101238,Male,36,Other Hispanic,2,,6.0,3,1,0,0,65.0,2.69
101659,Female,36,Other Hispanic,1,2.0,1.0,3,0,1,0,112.0,5.0
101670,Female,36,Asian,2,5.0,1.0,5,0,1,2,171.0,5.0
101714,Male,36,Black,1,1.0,6.0,5,1,1,0,368.0,3.4
101775,Male,36,Asian,2,5.0,5.0,3,0,0,0,20.0,0.5
101871,Female,36,White,1,,3.0,3,0,0,0,92.0,0.28
101899,Male,36,Black,1,4.0,5.0,2,0,0,0,45.0,1.65
102005,Female,36,White,1,,6.0,4,1,1,0,65.0,2.64
102193,Male,36,Asian,2,3.0,1.0,5,1,1,0,76.0,2.71
102194,Female,36,Mexican-American,2,3.0,1.0,5,1,2,0,75.0,2.86
102223,Female,36,White,1,5.0,1.0,4,1,1,0,893.0,5.0
102278,Female,36,Mexican-American,2,4.0,6.0,2,0,0,0,55.0,3.04
102350,Male,36,Mexican-American,2,2.0,6.0,6,0,3,0,55.0,1.37
102482,Male,36,White,1,2.0,1.0,3,1,0,0,462.0,5.0
102656,Female,36,Asian,2,,1.0,4,0,2,0,55.0,1.99
102858,Male,36,Asian,2,,1.0,1,0,0,0,,
95890,Male,37,Black,2,4.0,1.0,2,0,0,0,75.0,3.95
96528,Female,37,Mexican-American,1,4.0,4.0,6,2,2,0,52.0,
97864,Male,37,Black,2,,1.0,3,1,0,0,780.0,5.0
97913,Male,37,Other Hispanic,1,3.0,6.0,4,2,0,0,55.0,1.79
98362,Male,37,Black,1,,1.0,2,0,0,0,75.0,3.95
98939,Male,37,White,1,5.0,5.0,2,0,0,0,,
100789,Female,37,Black,1,3.0,5.0,4,0,1,0,5.0,0.06
93875,Male,37,Black,1,4.0,5.0,1,0,0,0,10.0,0.58
93888,Female,37,White,1,,1.0,7,3,3,0,261.0,3.21
94135,Female,37,Other Hispanic,1,,5.0,2,1,0,0,55.0,3.04
94339,Male,37,Other Hispanic,2,4.0,1.0,2,0,0,1,45.0,2.28
94415,Male,37,Other Hispanic,2,3.0,6.0,3,1,0,0,35.0,1.22
94469,Female,37,Others,1,5.0,1.0,4,1,0,1,721.0,5.0
94478,Female,37,Black,2,5.0,5.0,1,0,0,0,15.0,0.91
94526,Male,37,Black,1,,6.0,5,1,2,0,10.0,0.2
94729,Male,37,Black,1,3.0,1.0,4,0,2,0,65.0,2.31
94878,Female,37,Black,1,3.0,6.0,6,2,1,0,35.0,0.74
94926,Male,37,White,1,2.0,2.0,4,0,3,0,20.0,0.73
95074,Female,37,Black,1,3.0,6.0,4,1,1,0,521.0,5.0
95083,Male,37,White,1,2.0,1.0,4,0,2,0,45.0,1.63
95094,Female,37,Other Hispanic,2,4.0,5.0,3,0,1,1,15.0,0.48
95134,Male,37,Mexican-American,2,4.0,6.0,6,1,2,0,15.0,0.33
95444,Female,37,White,1,,6.0,5,1,2,0,35.0,0.88
95775,Female,37,Asian,2,,1.0,3,0,1,0,63.0,
95820,Male,37,Black,1,4.0,1.0,4,1,1,0,76.0,3.43
96082,Male,37,White,1,,1.0,3,0,1,0,75.0,3.56
96428,Female,37,Others,2,4.0,1.0,4,1,1,0,103.0,5.0
96474,Female,37,Asian,2,4.0,4.0,5,1,1,1,75.0,2.38
96476,Female,37,Black,1,,1.0,4,1,1,0,79.0,3.43
96507,Female,37,Asian,2,,1.0,3,0,1,0,606.0,4.9
96631,Male,37,Other Hispanic,1,5.0,1.0,3,1,0,0,87.0,3.67
96671,Female,37,Asian,2,4.0,1.0,5,3,0,0,572.0,5.0
96748,Female,37,Mexican-American,2,3.0,1.0,5,0,2,0,25.0,0.7
97147,Female,37,Other Hispanic,2,,6.0,5,0,1,0,42.0,
97321,Male,37,Asian,2,,1.0,4,2,0,0,389.0,5.0
97338,Female,37,Others,1,,3.0,6,0,3,0,25.0,0.59
97449,Female,37,Others,1,,5.0,3,0,0,2,35.0,1.25
98023,Female,37,Black,1,5.0,5.0,5,0,0,1,576.0,5.0
98103,Male,37,Black,1,5.0,5.0,1,0,0,0,5.0,0.34
98148,Female,37,White,1,,4.0,6,0,3,0,35.0,0.76
98214,Female,37,Asian,2,4.0,1.0,7,3,1,0,65.0,1.32
98364,Male,37,White,1,3.0,1.0,4,2,0,0,891.0,5.0
98680,Female,37,Black,1,5.0,5.0,4,0,2,0,55.0,2.07
98749,Male,37,White,1,4.0,3.0,1,0,0,0,10.0,0.73
98912,Male,37,Black,1,,5.0,3,0,1,1,51.0,
99001,Male,37,Others,1,5.0,1.0,3,0,1,0,718.0,5.0
99171,Male,37,Other Hispanic,2,,1.0,5,0,2,0,45.0,1.22
99231,Female,37,White,1,,1.0,5,0,2,0,875.0,5.0
99284,Male,37,Other Hispanic,2,,5.0,2,0,0,0,15.0,0.86
99338,Female,37,Mexican-American,2,4.0,1.0,5,0,2,0,45.0,1.29
99349,Male,37,White,1,2.0,1.0,7,1,2,1,76.0,2.56
99359,Female,37,Asian,2,2.0,1.0,4,0,2,0,706.0,4.58
99695,Female,37,White,1,,6.0,4,0,1,1,55.0,2.15
99938,Female,37,Black,1,2.0,5.0,4,0,3,0,5.0,0.0
99985,Female,37,White,1,,1.0,4,1,1,0,83.0,2.99
100181,Female,37,Mexican-American,1,,1.0,5,0,2,0,75.0,2.46
100386,Female,37,Mexican-American,1,,6.0,4,1,1,0,55.0,1.99
100510,Female,37,Black,1,5.0,5.0,3,1,0,0,5.0,0.0
100514,Male,37,Mexican-American,2,,1.0,5,0,3,0,65.0,1.91
100714,Female,37,White,1,,1.0,4,0,2,0,45.0,1.63
100825,Female,37,Black,1,3.0,5.0,6,2,3,0,,
100838,Female,37,White,1,,1.0,5,0,2,0,35.0,0.49
100934,Female,37,White,1,,6.0,4,0,1,1,903.0,5.0
100938,Female,37,Other Hispanic,2,,5.0,5,1,3,0,25.0,0.68
100947,Female,37,White,1,1.0,1.0,5,0,2,0,,
100966,Female,37,White,1,3.0,1.0,6,1,3,0,55.0,1.61
101002,Female,37,Other Hispanic,1,1.0,6.0,3,0,1,0,426.0,4.81
101126,Male,37,White,1,1.0,6.0,4,0,1,1,789.0,5.0
101556,Male,37,Asian,2,5.0,1.0,7,3,1,0,65.0,1.32
101727,Male,37,Other Hispanic,1,,6.0,7,0,3,0,45.0,1.01
101742,Male,37,White,1,,5.0,1,0,0,0,923.0,5.0
101758,Male,37,White,2,5.0,5.0,2,0,0,0,63.0,
101862,Male,37,Mexican-American,2,4.0,4.0,2,0,0,0,,
101973,Female,37,Black,2,4.0,1.0,4,1,1,0,35.0,1.14
102024,Male,37,White,1,4.0,1.0,5,0,2,0,75.0,2.46
102103,Male,37,Others,2,5.0,1.0,5,2,0,0,529.0,4.17
102211,Male,37,Mexican-American,1,4.0,1.0,4,0,1,0,86.0,2.99
102285,Male,37,Black,1,5.0,5.0,3,0,1,1,35.0,1.62
102346,Female,37,White,1,3.0,4.0,2,0,0,0,5.0,0.09
102424,Male,37,Asian,1,2.0,5.0,1,0,0,0,95.0,5.0
102885,Female,37,Black,1,5.0,1.0,4,0,2,0,75.0,2.79
96909,Male,38,White,1,,5.0,4,0,0,2,,
98315,Male,38,Others,1,3.0,4.0,3,2,0,0,,
99685,Male,38,Other Hispanic,2,4.0,5.0,2,0,1,0,665.0,5.0
101469,Male,38,White,1,,6.0,3,0,1,0,858.0,5.0
93829,Female,38,Black,1,3.0,1.0,3,0,1,0,686.0,5.0
94021,Female,38,White,1,,4.0,2,0,0,0,5.0,0.09
94248,Female,38,Black,1,4.0,5.0,3,0,2,0,20.0,0.87
94361,Female,38,Mexican-American,1,,6.0,7,0,2,2,14.0,
94488,Female,38,Other Hispanic,2,5.0,1.0,5,1,2,0,25.0,0.68
94607,Male,38,White,1,4.0,1.0,5,0,3,0,929.0,4.25
94624,Male,38,Asian,2,3.0,1.0,6,1,1,1,998.0,4.62
94647,Female,38,Asian,2,,1.0,5,1,2,0,867.0,3.47
94666,Female,38,Black,1,4.0,3.0,4,0,3,0,35.0,1.14
94669,Male,38,White,2,5.0,1.0,2,0,0,0,521.0,5.0
94684,Female,38,White,1,5.0,1.0,5,0,3,0,35.0,1.02
95071,Female,38,White,2,4.0,1.0,6,1,3,0,15.0,0.35
95251,Female,38,White,1,4.0,1.0,4,0,2,0,35.0,1.22
95450,Male,38,Black,1,3.0,6.0,6,1,2,0,25.0,0.6
95452,Male,38,White,1,0.0,1.0,4,0,2,0,35.0,1.04
95716,Female,38,Other Hispanic,2,,1.0,6,1,2,0,,
95722,Male,38,Mexican-American,2,1.0,1.0,5,0,2,0,12.0,
95803,Male,38,White,1,4.0,1.0,2,0,0,0,578.0,5.0
95911,Female,38,Mexican-American,2,,6.0,4,1,1,0,45.0,1.39
96006,Female,38,Asian,2,5.0,1.0,5,0,2,0,353.0,3.4
96244,Female,38,Mexican-American,2,1.0,6.0,6,1,2,0,15.0,0.33
96396,Male,38,Mexican-American,2,5.0,1.0,7,1,3,1,806.0,2.63
96452,Male,38,Mexican-American,2,2.0,6.0,5,1,2,0,35.0,0.85
96557,Male,38,Black,1,5.0,6.0,5,2,1,0,20.0,0.52
96723,Female,38,White,1,2.0,3.0,3,0,2,0,20.0,0.91
96829,Female,38,White,1,,6.0,3,0,1,0,,
96854,Female,38,White,1,,5.0,1,0,0,0,45.0,3.52
96969,Male,38,Mexican-American,2,3.0,6.0,4,1,1,0,35.0,1.2
96984,Female,38,Black,1,2.0,5.0,2,0,1,0,48.0,
96996,Female,38,Other Hispanic,2,2.0,1.0,5,1,2,0,75.0,2.29
97104,Male,38,Mexican-American,2,,1.0,6,0,3,0,45.0,1.09
97379,Male,38,Other Hispanic,2,,1.0,6,1,3,0,79.0,2.67
97424,Female,38,White,1,4.0,1.0,7,1,1,1,55.0,1.19
97456,Female,38,Black,1,3.0,3.0,2,0,1,0,15.0,0.62
97465,Male,38,Mexican-American,2,3.0,1.0,7,2,3,0,5.0,0.12
97541,Male,38,Black,1,2.0,5.0,1,0,0,0,10.0,0.73
97661,Female,38,Black,2,4.0,2.0,3,0,1,0,45.0,1.74
98036,Female,38,Asian,2,,1.0,4,0,2,0,63.0,
98284,Female,38,White,1,,5.0,5,0,2,0,35.0,1.27
98351,Female,38,Mexican-American,1,4.0,1.0,5,0,3,0,95.0,2.92
98394,Female,38,Other Hispanic,1,5.0,6.0,3,0,1,0,75.0,3.42
98470,Female,38,Other Hispanic,2,,4.0,4,0,0,0,30.0,
98594,Female,38,Mexican-American,1,,1.0,6,0,3,0,989.0,3.85
98726,Male,38,White,1,3.0,1.0,4,1,1,0,512.0,5.0
98895,Male,38,Black,1,,6.0,5,1,2,0,45.0,1.43
99009,Female,38,White,1,4.0,1.0,5,0,3,0,45.0,1.34
99024,Female,38,Asian,1,3.0,1.0,2,0,0,0,224.0,5.0
99613,Male,38,Black,2,1.0,1.0,5,2,1,0,360.0,5.0
99655,Male,38,Black,1,4.0,5.0,1,0,0,0,5.0,0.17
99678,Female,38,Asian,1,1.0,1.0,3,1,0,0,98.0,4.41
99925,Male,38,Other Hispanic,2,,1.0,4,1,1,0,55.0,2.03
99951,Female,38,Other Hispanic,1,,1.0,4,1,1,0,55.0,2.03
100427,Female,38,Mexican-American,1,2.0,1.0,3,1,0,0,79.0,3.67
100476,Female,38,Asian,2,1.0,1.0,4,0,2,0,450.0,5.0
100634,Male,38,Black,1,5.0,1.0,6,0,3,0,45.0,1.14
100709,Male,38,White,1,,1.0,5,0,3,0,35.0,1.02
100713,Female,38,White,1,4.0,3.0,3,0,2,0,93.0,3.92
100967,Female,38,White,1,,1.0,6,0,3,0,45.0,1.24
101229,Female,38,Mexican-American,2,,1.0,7,0,2,1,55.0,1.45
101247,Male,38,Asian,2,4.0,1.0,4,1,1,0,90.0,3.86
101250,Female,38,White,1,4.0,1.0,5,0,3,0,416.0,4.76
101415,Female,38,White,1,,1.0,5,0,3,0,536.0,4.25
101431,Female,38,White,1,,1.0,3,0,1,0,75.0,3.18
101439,Male,38,Black,1,,5.0,3,0,0,0,63.0,
101668,Male,38,Asian,2,5.0,1.0,6,1,3,0,65.0,1.67
101784,Male,38,Asian,1,1.0,1.0,3,1,0,0,89.0,4.41
101845,Female,38,Others,1,,1.0,4,0,1,1,35.0,1.34
101876,Female,38,Black,1,,1.0,3,0,1,0,146.0,5.0
101976,Male,38,Asian,2,3.0,1.0,4,1,1,0,35.0,1.02
102196,Female,38,White,1,3.0,1.0,3,1,0,0,193.0,5.0
102221,Male,38,Mexican-American,2,4.0,1.0,7,1,3,0,28.0,
102254,Female,38,Mexican-American,1,2.0,5.0,2,0,1,0,10.0,0.6
102279,Male,38,Mexican-American,1,,6.0,2,0,0,0,63.0,5.0
102429,Female,38,Mexican-American,2,5.0,1.0,4,0,1,0,55.0,2.03
102475,Male,38,Mexican-American,2,,6.0,7,1,2,0,20.0,0.49
102505,Male,38,Mexican-American,1,1.0,4.0,4,0,3,0,65.0,2.31
102562,Female,38,Other Hispanic,2,2.0,1.0,2,0,1,0,,
102956,Male,38,White,1,1.0,3.0,5,0,3,0,45.0,1.56
93860,Female,39,Mexican-American,2,3.0,6.0,3,0,0,0,,
